,loss,accuracy,val_loss,val_accuracy
78,0.29070600867271423,0.901357114315033,0.21507689356803894,0.9470714330673218
79,0.2917114198207855,0.9018392562866211,0.19906052947044373,0.9486428499221802
80,0.2900226414203644,0.9027143120765686,0.21729490160942078,0.9437142610549927
81,0.284721702337265,0.9035178422927856,0.20721879601478577,0.9453571438789368
82,0.2827920913696289,0.905089259147644,0.2006756067276001,0.9494285583496094
83,0.28409090638160706,0.9039999842643738,0.20087312161922455,0.9487857222557068
84,0.2813628911972046,0.9044643044471741,0.20454305410385132,0.949571430683136
85,0.2792055606842041,0.9059107303619385,0.2038116157054901,0.9484999775886536
86,0.27673742175102234,0.905875027179718,0.19729213416576385,0.9502142667770386
87,0.2768401503562927,0.9084107279777527,0.1980651319026947,0.9508571624755859
88,0.27348724007606506,0.9072678685188293,0.1889462023973465,0.9523571133613586
89,0.27278241515159607,0.9083750247955322,0.19779403507709503,0.9503571391105652
90,0.2805977165699005,0.9053214192390442,0.19909730553627014,0.9498571157455444
91,0.267569899559021,0.9104821681976318,0.19014868140220642,0.9498571157455444
92,0.26627054810523987,0.9097499847412109,0.19861339032649994,0.9502857327461243
93,0.2641795873641968,0.9103214144706726,0.19694356620311737,0.9499285817146301
94,0.2723187804222107,0.9089285731315613,0.203073188662529,0.9497143030166626
95,0.26748794317245483,0.9105892777442932,0.19135724008083344,0.9512143135070801
96,0.26409539580345154,0.9119821190834045,0.20040108263492584,0.9508571624755859
97,0.2672145962715149,0.9094821214675903,0.19038136303424835,0.9531428813934326
98,0.2624267339706421,0.9113035798072815,0.19454200565814972,0.9502857327461243
99,0.26433488726615906,0.9114106893539429,0.19329547882080078,0.9526428580284119
100,0.2630975544452667,0.9118214249610901,0.1994563788175583,0.9502142667770386
101,0.2686089873313904,0.9093214273452759,0.1993851661682129,0.9495000243186951
102,0.26275989413261414,0.9119642972946167,0.197813481092453,0.9496428370475769
103,0.25991007685661316,0.9131964445114136,0.2137855589389801,0.9462142586708069
104,0.2601458728313446,0.9129999876022339,0.19854769110679626,0.9505000114440918
105,0.2595064640045166,0.9142321348190308,0.20066899061203003,0.9511428475379944
106,0.25976330041885376,0.9121964573860168,0.19061113893985748,0.9522143006324768
107,0.25811877846717834,0.9139285683631897,0.19485513865947723,0.9516428709030151
108,0.2592986822128296,0.9137142896652222,0.1938975304365158,0.9502857327461243
